variant,step,fact_id,condition,control,layer,flipped,logit_diff,first_flip_layer,first_positive_diff_layer
final,535,syn_143,synthetic,mismatched,17,False,-8.374489784240723,,
final,535,syn_143,synthetic,mismatched,18,False,-8.270413398742676,,
final,535,syn_143,synthetic,mismatched,19,False,-7.415394306182861,,
final,535,syn_143,synthetic,mismatched,20,False,-7.161418914794922,,
final,535,syn_143,synthetic,mismatched,21,False,-7.893730163574219,,
final,535,syn_143,synthetic,mismatched,22,False,-9.073945999145508,,
final,535,syn_143,synthetic,mismatched,23,False,-8.9990873336792,,
final,535,syn_143,synthetic,mismatched,24,False,-8.803730964660645,,
final,535,syn_143,synthetic,mismatched,-1,False,,,
final,535,syn_110,synthetic,mismatched,0,False,-1.8840208053588867,,
final,535,syn_110,synthetic,mismatched,1,False,-4.090840816497803,,
final,535,syn_110,synthetic,mismatched,2,False,-4.256256103515625,,
final,535,syn_110,synthetic,mismatched,3,False,-4.497860908508301,,
final,535,syn_110,synthetic,mismatched,4,False,-4.844915390014648,,
final,535,syn_110,synthetic,mismatched,5,False,-4.920878887176514,,
final,535,syn_110,synthetic,mismatched,6,False,-5.019848346710205,,
final,535,syn_110,synthetic,mismatched,7,False,-5.349620819091797,,
final,535,syn_110,synthetic,mismatched,8,False,-5.4626288414001465,,
final,535,syn_110,synthetic,mismatched,9,False,-5.322254657745361,,
final,535,syn_110,synthetic,mismatched,10,False,-5.20744514465332,,
final,535,syn_110,synthetic,mismatched,11,False,-5.291663646697998,,
final,535,syn_110,synthetic,mismatched,12,False,-5.377566814422607,,
final,535,syn_110,synthetic,mismatched,13,False,-5.805620193481445,,
final,535,syn_110,synthetic,mismatched,14,False,-6.207059860229492,,
final,535,syn_110,synthetic,mismatched,15,False,-6.476810455322266,,
final,535,syn_110,synthetic,mismatched,16,False,-6.604660987854004,,
final,535,syn_110,synthetic,mismatched,17,False,-5.691631317138672,,
final,535,syn_110,synthetic,mismatched,18,False,-5.68300724029541,,
final,535,syn_110,synthetic,mismatched,19,False,-5.090300559997559,,
final,535,syn_110,synthetic,mismatched,20,False,-5.181844711303711,,
final,535,syn_110,synthetic,mismatched,21,False,-5.434706687927246,,
final,535,syn_110,synthetic,mismatched,22,False,-4.4134674072265625,,
final,535,syn_110,synthetic,mismatched,23,False,-5.23970890045166,,
final,535,syn_110,synthetic,mismatched,24,False,-5.021299362182617,,
final,535,syn_110,synthetic,mismatched,-1,False,,,
final,535,syn_145,synthetic,mismatched,0,False,0.8683528900146484,,
final,535,syn_145,synthetic,mismatched,1,False,-0.1357412338256836,,
final,535,syn_145,synthetic,mismatched,2,False,-0.05618000030517578,,
final,535,syn_145,synthetic,mismatched,3,False,-0.43393516540527344,,
final,535,syn_145,synthetic,mismatched,4,False,-0.315032958984375,,
final,535,syn_145,synthetic,mismatched,5,False,-0.10994529724121094,,
final,535,syn_145,synthetic,mismatched,6,False,0.0005817413330078125,,
final,535,syn_145,synthetic,mismatched,7,False,-0.008230209350585938,,
final,535,syn_145,synthetic,mismatched,8,False,-0.2485027313232422,,
final,535,syn_145,synthetic,mismatched,9,False,-0.19597625732421875,,
final,535,syn_145,synthetic,mismatched,10,False,-0.26214122772216797,,
final,535,syn_145,synthetic,mismatched,11,False,-0.32749271392822266,,
final,535,syn_145,synthetic,mismatched,12,False,-0.15282249450683594,,
final,535,syn_145,synthetic,mismatched,13,False,-0.2667398452758789,,
final,535,syn_145,synthetic,mismatched,14,False,-0.0961923599243164,,
final,535,syn_145,synthetic,mismatched,15,False,0.09806156158447266,,
final,535,syn_145,synthetic,mismatched,16,False,0.4475574493408203,,
final,535,syn_145,synthetic,mismatched,17,False,0.26626110076904297,,
final,535,syn_145,synthetic,mismatched,18,False,0.8855104446411133,,
final,535,syn_145,synthetic,mismatched,19,False,0.9722366333007812,,
final,535,syn_145,synthetic,mismatched,20,False,1.2208366394042969,,
final,535,syn_145,synthetic,mismatched,21,False,1.5027046203613281,,
final,535,syn_145,synthetic,mismatched,22,False,1.6868104934692383,,
final,535,syn_145,synthetic,mismatched,23,False,1.5041570663452148,,
final,535,syn_145,synthetic,mismatched,24,False,0.7761139869689941,,
final,535,syn_145,synthetic,mismatched,-1,False,,,0.0
final,535,syn_180,synthetic,self,0,False,2.820619583129883,,
final,535,syn_180,synthetic,self,1,False,2.820619583129883,,
final,535,syn_180,synthetic,self,2,False,2.820619583129883,,
final,535,syn_180,synthetic,self,3,False,2.820619583129883,,
final,535,syn_180,synthetic,self,4,False,2.820619583129883,,
final,535,syn_180,synthetic,self,5,False,2.820619583129883,,
final,535,syn_180,synthetic,self,6,False,2.820619583129883,,
final,535,syn_180,synthetic,self,7,False,2.820619583129883,,
final,535,syn_180,synthetic,self,8,False,2.820619583129883,,
final,535,syn_180,synthetic,self,9,False,2.820619583129883,,
final,535,syn_180,synthetic,self,10,False,2.820619583129883,,
final,535,syn_180,synthetic,self,11,False,2.820619583129883,,
final,535,syn_180,synthetic,self,12,False,2.820619583129883,,
final,535,syn_180,synthetic,self,13,False,2.820619583129883,,
final,535,syn_180,synthetic,self,14,False,2.820619583129883,,
final,535,syn_180,synthetic,self,15,False,2.820619583129883,,
final,535,syn_180,synthetic,self,16,False,2.820619583129883,,
final,535,syn_180,synthetic,self,17,False,2.820619583129883,,
final,535,syn_180,synthetic,self,18,False,2.820619583129883,,
final,535,syn_180,synthetic,self,19,False,2.820619583129883,,
final,535,syn_180,synthetic,self,20,False,2.820619583129883,,
final,535,syn_180,synthetic,self,21,False,2.820619583129883,,
final,535,syn_180,synthetic,self,22,False,2.820619583129883,,
final,535,syn_180,synthetic,self,23,False,2.820619583129883,,
final,535,syn_180,synthetic,self,24,False,3.278590202331543,,
final,535,syn_180,synthetic,self,-1,False,,,0.0
final,535,syn_181,synthetic,self,0,False,1.617349624633789,,
final,535,syn_181,synthetic,self,1,False,1.617349624633789,,
final,535,syn_181,synthetic,self,2,False,1.617349624633789,,
final,535,syn_181,synthetic,self,3,False,1.617349624633789,,
final,535,syn_181,synthetic,self,4,False,1.617349624633789,,
final,535,syn_181,synthetic,self,5,False,1.617349624633789,,
final,535,syn_181,synthetic,self,6,False,1.617349624633789,,
final,535,syn_181,synthetic,self,7,False,1.617349624633789,,
final,535,syn_181,synthetic,self,8,False,1.617349624633789,,
final,535,syn_181,synthetic,self,9,False,1.617349624633789,,
final,535,syn_181,synthetic,self,10,False,1.617349624633789,,
final,535,syn_181,synthetic,self,11,False,1.617349624633789,,
final,535,syn_181,synthetic,self,12,False,1.617349624633789,,
final,535,syn_181,synthetic,self,13,False,1.617349624633789,,
final,535,syn_181,synthetic,self,14,False,1.617349624633789,,
final,535,syn_181,synthetic,self,15,False,1.617349624633789,,
final,535,syn_181,synthetic,self,16,False,1.617349624633789,,
final,535,syn_181,synthetic,self,17,False,1.617349624633789,,
final,535,syn_181,synthetic,self,18,False,1.617349624633789,,
final,535,syn_181,synthetic,self,19,False,1.617349624633789,,
final,535,syn_181,synthetic,self,20,False,1.617349624633789,,
final,535,syn_181,synthetic,self,21,False,1.617349624633789,,
final,535,syn_181,synthetic,self,22,False,1.617349624633789,,
final,535,syn_181,synthetic,self,23,False,1.617349624633789,,
final,535,syn_181,synthetic,self,24,False,1.952596664428711,,
final,535,syn_181,synthetic,self,-1,False,,,0.0
final,535,syn_182,synthetic,self,0,False,-1.1122236251831055,,
final,535,syn_182,synthetic,self,1,False,-1.1122236251831055,,
final,535,syn_182,synthetic,self,2,False,-1.1122236251831055,,
final,535,syn_182,synthetic,self,3,False,-1.1122236251831055,,
final,535,syn_182,synthetic,self,4,False,-1.1122236251831055,,
final,535,syn_182,synthetic,self,5,False,-1.1122236251831055,,
final,535,syn_182,synthetic,self,6,False,-1.1122236251831055,,
final,535,syn_182,synthetic,self,7,False,-1.1122236251831055,,
final,535,syn_182,synthetic,self,8,False,-1.1122236251831055,,
final,535,syn_182,synthetic,self,9,False,-1.1122236251831055,,
final,535,syn_182,synthetic,self,10,False,-1.1122236251831055,,
final,535,syn_182,synthetic,self,11,False,-1.1122236251831055,,
final,535,syn_182,synthetic,self,12,False,-1.1122236251831055,,
final,535,syn_182,synthetic,self,13,False,-1.1122236251831055,,
final,535,syn_182,synthetic,self,14,False,-1.1122236251831055,,
final,535,syn_182,synthetic,self,15,False,-1.1122236251831055,,
final,535,syn_182,synthetic,self,16,False,-1.1122236251831055,,
final,535,syn_182,synthetic,self,17,False,-1.1122236251831055,,
final,535,syn_182,synthetic,self,18,False,-1.1122236251831055,,
final,535,syn_182,synthetic,self,19,False,-1.1122236251831055,,
final,535,syn_182,synthetic,self,20,False,-1.1122236251831055,,
final,535,syn_182,synthetic,self,21,False,-1.1122236251831055,,
final,535,syn_182,synthetic,self,22,False,-1.1122236251831055,,
final,535,syn_182,synthetic,self,23,False,-1.1122236251831055,,
final,535,syn_182,synthetic,self,24,False,-1.230330467224121,,
final,535,syn_182,synthetic,self,-1,False,,,
final,535,syn_81,synthetic,self,0,False,0.24196720123291016,,
final,535,syn_81,synthetic,self,1,False,0.24196720123291016,,
final,535,syn_81,synthetic,self,2,False,0.24196720123291016,,
final,535,syn_81,synthetic,self,3,False,0.24196720123291016,,
final,535,syn_81,synthetic,self,4,False,0.24196720123291016,,
final,535,syn_81,synthetic,self,5,False,0.24196720123291016,,
final,535,syn_81,synthetic,self,6,False,0.24196720123291016,,
final,535,syn_81,synthetic,self,7,False,0.24196720123291016,,
final,535,syn_81,synthetic,self,8,False,0.24196720123291016,,
final,535,syn_81,synthetic,self,9,False,0.24196720123291016,,
final,535,syn_81,synthetic,self,10,False,0.24196720123291016,,
final,535,syn_81,synthetic,self,11,False,0.24196720123291016,,
final,535,syn_81,synthetic,self,12,False,0.24196720123291016,,
final,535,syn_81,synthetic,self,13,False,0.24196720123291016,,
final,535,syn_81,synthetic,self,14,False,0.24196720123291016,,
final,535,syn_81,synthetic,self,15,False,0.24196720123291016,,
final,535,syn_81,synthetic,self,16,False,0.24196720123291016,,
final,535,syn_81,synthetic,self,17,False,0.24196720123291016,,
final,535,syn_81,synthetic,self,18,False,0.24196720123291016,,
final,535,syn_81,synthetic,self,19,False,0.24196720123291016,,
final,535,syn_81,synthetic,self,20,False,0.24196720123291016,,
final,535,syn_81,synthetic,self,21,False,0.24196720123291016,,
final,535,syn_81,synthetic,self,22,False,0.24196720123291016,,
final,535,syn_81,synthetic,self,23,False,0.24196720123291016,,
final,535,syn_81,synthetic,self,24,False,0.27972888946533203,,
final,535,syn_81,synthetic,self,-1,False,,,0.0
final,535,syn_82,synthetic,self,0,False,-0.9784994125366211,,
final,535,syn_82,synthetic,self,1,False,-0.9784994125366211,,
final,535,syn_82,synthetic,self,2,False,-0.9784994125366211,,
final,535,syn_82,synthetic,self,3,False,-0.9784994125366211,,
final,535,syn_82,synthetic,self,4,False,-0.9784994125366211,,
final,535,syn_82,synthetic,self,5,False,-0.9784994125366211,,
final,535,syn_82,synthetic,self,6,False,-0.9784994125366211,,
final,535,syn_82,synthetic,self,7,False,-0.9784994125366211,,
final,535,syn_82,synthetic,self,8,False,-0.9784994125366211,,
final,535,syn_82,synthetic,self,9,False,-0.9784994125366211,,
final,535,syn_82,synthetic,self,10,False,-0.9784994125366211,,
final,535,syn_82,synthetic,self,11,False,-0.9784994125366211,,
final,535,syn_82,synthetic,self,12,False,-0.9784994125366211,,
final,535,syn_82,synthetic,self,13,False,-0.9784994125366211,,
final,535,syn_82,synthetic,self,14,False,-0.9784994125366211,,
final,535,syn_82,synthetic,self,15,False,-0.9784994125366211,,
final,535,syn_82,synthetic,self,16,False,-0.9784994125366211,,
final,535,syn_82,synthetic,self,17,False,-0.9784994125366211,,
final,535,syn_82,synthetic,self,18,False,-0.9784994125366211,,
final,535,syn_82,synthetic,self,19,False,-0.9784994125366211,,
final,535,syn_82,synthetic,self,20,False,-0.9784994125366211,,
final,535,syn_82,synthetic,self,21,False,-0.9784994125366211,,
final,535,syn_82,synthetic,self,22,False,-0.9784994125366211,,
final,535,syn_82,synthetic,self,23,False,-0.9784994125366211,,
final,535,syn_82,synthetic,self,24,False,-1.3136825561523438,,
final,535,syn_82,synthetic,self,-1,False,,,
final,535,syn_49,synthetic,self,0,False,0.6496706008911133,,
final,535,syn_49,synthetic,self,1,False,0.6496706008911133,,
final,535,syn_49,synthetic,self,2,False,0.6496706008911133,,
final,535,syn_49,synthetic,self,3,False,0.6496706008911133,,
final,535,syn_49,synthetic,self,4,False,0.6496706008911133,,
final,535,syn_49,synthetic,self,5,False,0.6496706008911133,,
final,535,syn_49,synthetic,self,6,False,0.6496706008911133,,
final,535,syn_49,synthetic,self,7,False,0.6496706008911133,,
final,535,syn_49,synthetic,self,8,False,0.6496706008911133,,
final,535,syn_49,synthetic,self,9,False,0.6496706008911133,,
final,535,syn_49,synthetic,self,10,False,0.6496706008911133,,
final,535,syn_49,synthetic,self,11,False,0.6496706008911133,,
final,535,syn_49,synthetic,self,12,False,0.6496706008911133,,
final,535,syn_49,synthetic,self,13,False,0.6496706008911133,,
final,535,syn_49,synthetic,self,14,False,0.6496706008911133,,
final,535,syn_49,synthetic,self,15,False,0.6496706008911133,,
final,535,syn_49,synthetic,self,16,False,0.6496706008911133,,
final,535,syn_49,synthetic,self,17,False,0.6496706008911133,,
final,535,syn_49,synthetic,self,18,False,0.6496706008911133,,
final,535,syn_49,synthetic,self,19,False,0.6496706008911133,,
final,535,syn_49,synthetic,self,20,False,0.6496706008911133,,
final,535,syn_49,synthetic,self,21,False,0.6496706008911133,,
final,535,syn_49,synthetic,self,22,False,0.6496706008911133,,
final,535,syn_49,synthetic,self,23,False,0.6496706008911133,,
final,535,syn_49,synthetic,self,24,False,0.5683355331420898,,
final,535,syn_49,synthetic,self,-1,False,,,0.0
final,535,syn_50,synthetic,self,0,False,-1.3591070175170898,,
final,535,syn_50,synthetic,self,1,False,-1.3591070175170898,,
final,535,syn_50,synthetic,self,2,False,-1.3591070175170898,,
final,535,syn_50,synthetic,self,3,False,-1.3591070175170898,,
final,535,syn_50,synthetic,self,4,False,-1.3591070175170898,,
final,535,syn_50,synthetic,self,5,False,-1.3591070175170898,,
final,535,syn_50,synthetic,self,6,False,-1.3591070175170898,,
final,535,syn_50,synthetic,self,7,False,-1.3591070175170898,,
final,535,syn_50,synthetic,self,8,False,-1.3591070175170898,,
final,535,syn_50,synthetic,self,9,False,-1.3591070175170898,,
final,535,syn_50,synthetic,self,10,False,-1.3591070175170898,,
final,535,syn_50,synthetic,self,11,False,-1.3591070175170898,,
final,535,syn_50,synthetic,self,12,False,-1.3591070175170898,,
final,535,syn_50,synthetic,self,13,False,-1.3591070175170898,,
final,535,syn_50,synthetic,self,14,False,-1.3591070175170898,,
final,535,syn_50,synthetic,self,15,False,-1.3591070175170898,,
final,535,syn_50,synthetic,self,16,False,-1.3591070175170898,,
final,535,syn_50,synthetic,self,17,False,-1.3591070175170898,,
final,535,syn_50,synthetic,self,18,False,-1.3591070175170898,,
final,535,syn_50,synthetic,self,19,False,-1.3591070175170898,,
final,535,syn_50,synthetic,self,20,False,-1.3591070175170898,,
final,535,syn_50,synthetic,self,21,False,-1.3591070175170898,,
final,535,syn_50,synthetic,self,22,False,-1.3591070175170898,,
final,535,syn_50,synthetic,self,23,False,-1.3591070175170898,,
final,535,syn_50,synthetic,self,24,False,-1.4062280654907227,,
final,535,syn_50,synthetic,self,-1,False,,,
final,535,syn_51,synthetic,self,0,False,0.6199140548706055,,
final,535,syn_51,synthetic,self,1,False,0.6199140548706055,,
final,535,syn_51,synthetic,self,2,False,0.6199140548706055,,
final,535,syn_51,synthetic,self,3,False,0.6199140548706055,,
final,535,syn_51,synthetic,self,4,False,0.6199140548706055,,
final,535,syn_51,synthetic,self,5,False,0.6199140548706055,,
final,535,syn_51,synthetic,self,6,False,0.6199140548706055,,
final,535,syn_51,synthetic,self,7,False,0.6199140548706055,,
final,535,syn_51,synthetic,self,8,False,0.6199140548706055,,
final,535,syn_51,synthetic,self,9,False,0.6199140548706055,,
final,535,syn_51,synthetic,self,10,False,0.6199140548706055,,
final,535,syn_51,synthetic,self,11,False,0.6199140548706055,,
final,535,syn_51,synthetic,self,12,False,0.6199140548706055,,
final,535,syn_51,synthetic,self,13,False,0.6199140548706055,,
final,535,syn_51,synthetic,self,14,False,0.6199140548706055,,
final,535,syn_51,synthetic,self,15,False,0.6199140548706055,,
final,535,syn_51,synthetic,self,16,False,0.6199140548706055,,
final,535,syn_51,synthetic,self,17,False,0.6199140548706055,,
final,535,syn_51,synthetic,self,18,False,0.6199140548706055,,
final,535,syn_51,synthetic,self,19,False,0.6199140548706055,,
final,535,syn_51,synthetic,self,20,False,0.6199140548706055,,
final,535,syn_51,synthetic,self,21,False,0.6199140548706055,,
final,535,syn_51,synthetic,self,22,False,0.6199140548706055,,
final,535,syn_51,synthetic,self,23,False,0.6199140548706055,,
final,535,syn_51,synthetic,self,24,False,0.5101137161254883,,
final,535,syn_51,synthetic,self,-1,False,,,0.0
final,535,syn_52,synthetic,self,0,False,-0.4225473403930664,,
final,535,syn_52,synthetic,self,1,False,-0.4225473403930664,,
final,535,syn_52,synthetic,self,2,False,-0.4225473403930664,,
final,535,syn_52,synthetic,self,3,False,-0.4225473403930664,,
final,535,syn_52,synthetic,self,4,False,-0.4225473403930664,,
final,535,syn_52,synthetic,self,5,False,-0.4225473403930664,,
final,535,syn_52,synthetic,self,6,False,-0.4225473403930664,,
final,535,syn_52,synthetic,self,7,False,-0.4225473403930664,,
final,535,syn_52,synthetic,self,8,False,-0.4225473403930664,,
final,535,syn_52,synthetic,self,9,False,-0.4225473403930664,,
final,535,syn_52,synthetic,self,10,False,-0.4225473403930664,,
final,535,syn_52,synthetic,self,11,False,-0.4225473403930664,,
final,535,syn_52,synthetic,self,12,False,-0.4225473403930664,,
final,535,syn_52,synthetic,self,13,False,-0.4225473403930664,,
final,535,syn_52,synthetic,self,14,False,-0.4225473403930664,,
final,535,syn_52,synthetic,self,15,False,-0.4225473403930664,,
final,535,syn_52,synthetic,self,16,False,-0.4225473403930664,,
final,535,syn_52,synthetic,self,17,False,-0.4225473403930664,,
final,535,syn_52,synthetic,self,18,False,-0.4225473403930664,,
final,535,syn_52,synthetic,self,19,False,-0.4225473403930664,,
final,535,syn_52,synthetic,self,20,False,-0.4225473403930664,,
final,535,syn_52,synthetic,self,21,False,-0.4225473403930664,,
final,535,syn_52,synthetic,self,22,False,-0.4225473403930664,,
final,535,syn_52,synthetic,self,23,False,-0.4225473403930664,,
final,535,syn_52,synthetic,self,24,False,-0.08352279663085938,,
final,535,syn_52,synthetic,self,-1,False,,,
final,535,syn_121,synthetic,self,0,False,1.2705507278442383,,
final,535,syn_121,synthetic,self,1,False,1.2705507278442383,,
final,535,syn_121,synthetic,self,2,False,1.2705507278442383,,
final,535,syn_121,synthetic,self,3,False,1.2705507278442383,,
final,535,syn_121,synthetic,self,4,False,1.2705507278442383,,
final,535,syn_121,synthetic,self,5,False,1.2705507278442383,,
final,535,syn_121,synthetic,self,6,False,1.2705507278442383,,
final,535,syn_121,synthetic,self,7,False,1.2705507278442383,,
final,535,syn_121,synthetic,self,8,False,1.2705507278442383,,
final,535,syn_121,synthetic,self,9,False,1.2705507278442383,,
final,535,syn_121,synthetic,self,10,False,1.2705507278442383,,
final,535,syn_121,synthetic,self,11,False,1.2705507278442383,,
final,535,syn_121,synthetic,self,12,False,1.2705507278442383,,
final,535,syn_121,synthetic,self,13,False,1.2705507278442383,,
final,535,syn_121,synthetic,self,14,False,1.2705507278442383,,
final,535,syn_121,synthetic,self,15,False,1.2705507278442383,,
final,535,syn_121,synthetic,self,16,False,1.2705507278442383,,
final,535,syn_121,synthetic,self,17,False,1.2705507278442383,,
final,535,syn_121,synthetic,self,18,False,1.2705507278442383,,
final,535,syn_121,synthetic,self,19,False,1.2705507278442383,,
final,535,syn_121,synthetic,self,20,False,1.2705507278442383,,
final,535,syn_121,synthetic,self,21,False,1.2705507278442383,,
final,535,syn_121,synthetic,self,22,False,1.2705507278442383,,
final,535,syn_121,synthetic,self,23,False,1.2705507278442383,,
final,535,syn_121,synthetic,self,24,False,0.9625053405761719,,
final,535,syn_121,synthetic,self,-1,False,,,0.0
final,535,syn_88,synthetic,self,0,False,0.06248283386230469,,
final,535,syn_88,synthetic,self,1,False,0.06248283386230469,,
final,535,syn_88,synthetic,self,2,False,0.06248283386230469,,
final,535,syn_88,synthetic,self,3,False,0.06248283386230469,,
final,535,syn_88,synthetic,self,4,False,0.06248283386230469,,
final,535,syn_88,synthetic,self,5,False,0.06248283386230469,,
final,535,syn_88,synthetic,self,6,False,0.06248283386230469,,
final,535,syn_88,synthetic,self,7,False,0.06248283386230469,,
final,535,syn_88,synthetic,self,8,False,0.06248283386230469,,
final,535,syn_88,synthetic,self,9,False,0.06248283386230469,,
final,535,syn_88,synthetic,self,10,False,0.06248283386230469,,
final,535,syn_88,synthetic,self,11,False,0.06248283386230469,,
final,535,syn_88,synthetic,self,12,False,0.06248283386230469,,
final,535,syn_88,synthetic,self,13,False,0.06248283386230469,,
final,535,syn_88,synthetic,self,14,False,0.06248283386230469,,
final,535,syn_88,synthetic,self,15,False,0.06248283386230469,,
final,535,syn_88,synthetic,self,16,False,0.06248283386230469,,
final,535,syn_88,synthetic,self,17,False,0.06248283386230469,,
final,535,syn_88,synthetic,self,18,False,0.06248283386230469,,
final,535,syn_88,synthetic,self,19,False,0.06248283386230469,,
final,535,syn_88,synthetic,self,20,False,0.06248283386230469,,
final,535,syn_88,synthetic,self,21,False,0.06248283386230469,,
final,535,syn_88,synthetic,self,22,False,0.06248283386230469,,
final,535,syn_88,synthetic,self,23,False,0.06248283386230469,,
final,535,syn_88,synthetic,self,24,False,0.05740547180175781,,
final,535,syn_88,synthetic,self,-1,False,,,0.0
final,535,syn_157,synthetic,self,0,False,2.0487422943115234,,
final,535,syn_157,synthetic,self,1,False,2.0487422943115234,,
final,535,syn_157,synthetic,self,2,False,2.0487422943115234,,
final,535,syn_157,synthetic,self,3,False,2.0487422943115234,,
final,535,syn_157,synthetic,self,4,False,2.0487422943115234,,
final,535,syn_157,synthetic,self,5,False,2.0487422943115234,,
final,535,syn_157,synthetic,self,6,False,2.0487422943115234,,
final,535,syn_157,synthetic,self,7,False,2.0487422943115234,,
final,535,syn_157,synthetic,self,8,False,2.0487422943115234,,
final,535,syn_157,synthetic,self,9,False,2.0487422943115234,,
final,535,syn_157,synthetic,self,10,False,2.0487422943115234,,
final,535,syn_157,synthetic,self,11,False,2.0487422943115234,,
final,535,syn_157,synthetic,self,12,False,2.0487422943115234,,
final,535,syn_157,synthetic,self,13,False,2.0487422943115234,,
final,535,syn_157,synthetic,self,14,False,2.0487422943115234,,
final,535,syn_157,synthetic,self,15,False,2.0487422943115234,,
final,535,syn_157,synthetic,self,16,False,2.0487422943115234,,
final,535,syn_157,synthetic,self,17,False,2.0487422943115234,,
final,535,syn_157,synthetic,self,18,False,2.0487422943115234,,
final,535,syn_157,synthetic,self,19,False,2.0487422943115234,,
final,535,syn_157,synthetic,self,20,False,2.0487422943115234,,
final,535,syn_157,synthetic,self,21,False,2.0487422943115234,,
final,535,syn_157,synthetic,self,22,False,2.0487422943115234,,
final,535,syn_157,synthetic,self,23,False,2.0487422943115234,,
final,535,syn_157,synthetic,self,24,False,2.4195337295532227,,
final,535,syn_157,synthetic,self,-1,False,,,0.0
final,535,syn_22,synthetic,self,0,False,0.39444446563720703,,
final,535,syn_22,synthetic,self,1,False,0.39444446563720703,,
final,535,syn_22,synthetic,self,2,False,0.39444446563720703,,
final,535,syn_22,synthetic,self,3,False,0.39444446563720703,,
final,535,syn_22,synthetic,self,4,False,0.39444446563720703,,
final,535,syn_22,synthetic,self,5,False,0.39444446563720703,,
final,535,syn_22,synthetic,self,6,False,0.39444446563720703,,
final,535,syn_22,synthetic,self,7,False,0.39444446563720703,,
final,535,syn_22,synthetic,self,8,False,0.39444446563720703,,
final,535,syn_22,synthetic,self,9,False,0.39444446563720703,,
final,535,syn_22,synthetic,self,10,False,0.39444446563720703,,
final,535,syn_22,synthetic,self,11,False,0.39444446563720703,,
final,535,syn_22,synthetic,self,12,False,0.39444446563720703,,
final,535,syn_22,synthetic,self,13,False,0.39444446563720703,,
final,535,syn_22,synthetic,self,14,False,0.39444446563720703,,
final,535,syn_22,synthetic,self,15,False,0.39444446563720703,,
final,535,syn_22,synthetic,self,16,False,0.39444446563720703,,
final,535,syn_22,synthetic,self,17,False,0.39444446563720703,,
final,535,syn_22,synthetic,self,18,False,0.39444446563720703,,
final,535,syn_22,synthetic,self,19,False,0.39444446563720703,,
final,535,syn_22,synthetic,self,20,False,0.39444446563720703,,
final,535,syn_22,synthetic,self,21,False,0.39444446563720703,,
final,535,syn_22,synthetic,self,22,False,0.39444446563720703,,
final,535,syn_22,synthetic,self,23,False,0.39444446563720703,,
final,535,syn_22,synthetic,self,24,False,0.3078317642211914,,
final,535,syn_22,synthetic,self,-1,False,,,0.0
final,535,syn_125,synthetic,self,0,False,3.0966272354125977,,
final,535,syn_125,synthetic,self,1,False,3.0966272354125977,,
final,535,syn_125,synthetic,self,2,False,3.0966272354125977,,
final,535,syn_125,synthetic,self,3,False,3.0966272354125977,,
final,535,syn_125,synthetic,self,4,False,3.0966272354125977,,
final,535,syn_125,synthetic,self,5,False,3.0966272354125977,,
final,535,syn_125,synthetic,self,6,False,3.0966272354125977,,
final,535,syn_125,synthetic,self,7,False,3.0966272354125977,,
final,535,syn_125,synthetic,self,8,False,3.0966272354125977,,
final,535,syn_125,synthetic,self,9,False,3.0966272354125977,,
final,535,syn_125,synthetic,self,10,False,3.0966272354125977,,
final,535,syn_125,synthetic,self,11,False,3.0966272354125977,,
final,535,syn_125,synthetic,self,12,False,3.0966272354125977,,
final,535,syn_125,synthetic,self,13,False,3.0966272354125977,,
final,535,syn_125,synthetic,self,14,False,3.0966272354125977,,
final,535,syn_125,synthetic,self,15,False,3.0966272354125977,,
final,535,syn_125,synthetic,self,16,False,3.0966272354125977,,
final,535,syn_125,synthetic,self,17,False,3.0966272354125977,,
final,535,syn_125,synthetic,self,18,False,3.0966272354125977,,
final,535,syn_125,synthetic,self,19,False,3.0966272354125977,,
final,535,syn_125,synthetic,self,20,False,3.0966272354125977,,
final,535,syn_125,synthetic,self,21,False,3.0966272354125977,,
final,535,syn_125,synthetic,self,22,False,3.0966272354125977,,
final,535,syn_125,synthetic,self,23,False,3.0966272354125977,,
final,535,syn_125,synthetic,self,24,False,3.492791175842285,,
final,535,syn_125,synthetic,self,-1,False,,,0.0
final,535,syn_58,synthetic,self,0,False,1.2213306427001953,,
final,535,syn_58,synthetic,self,1,False,1.2213306427001953,,
final,535,syn_58,synthetic,self,2,False,1.2213306427001953,,
final,535,syn_58,synthetic,self,3,False,1.2213306427001953,,
final,535,syn_58,synthetic,self,4,False,1.2213306427001953,,
final,535,syn_58,synthetic,self,5,False,1.2213306427001953,,
final,535,syn_58,synthetic,self,6,False,1.2213306427001953,,
final,535,syn_58,synthetic,self,7,False,1.2213306427001953,,
final,535,syn_58,synthetic,self,8,False,1.2213306427001953,,
final,535,syn_58,synthetic,self,9,False,1.2213306427001953,,
final,535,syn_58,synthetic,self,10,False,1.2213306427001953,,
final,535,syn_58,synthetic,self,11,False,1.2213306427001953,,
final,535,syn_58,synthetic,self,12,False,1.2213306427001953,,
final,535,syn_58,synthetic,self,13,False,1.2213306427001953,,
final,535,syn_58,synthetic,self,14,False,1.2213306427001953,,
final,535,syn_58,synthetic,self,15,False,1.2213306427001953,,
final,535,syn_58,synthetic,self,16,False,1.2213306427001953,,
final,535,syn_58,synthetic,self,17,False,1.2213306427001953,,
final,535,syn_58,synthetic,self,18,False,1.2213306427001953,,
